TS   2020   9   24   14   10   0
TS   2020   9   24   14   15   0
TS   2020   9   24   14   20   0
TS   2020   9   24   14   25   0.2
TS   2020   9   24   14   30   0
TS   2020   9   24   14   35   0.2
TS   2020   9   24   14   40   0
TS   2020   9   24   14   45   0
TS   2020   9   24   14   50   0
TS   2020   9   24   14   55   0.2
TS   2020   9   24   15   0   0
TS   2020   9   24   15   5   0
TS   2020   9   24   15   10   0
TS   2020   9   24   15   15   0
TS   2020   9   24   15   20   0
TS   2020   9   24   15   25   0
TS   2020   9   24   15   30   0
TS   2020   9   24   15   35   0
TS   2020   9   24   15   40   0
TS   2020   9   24   15   45   0
TS   2020   9   24   15   50   0
TS   2020   9   24   15   55   0
TS   2020   9   24   16   0   0
TS   2020   9   24   16   5   0
TS   2020   9   24   16   10   0
TS   2020   9   24   16   15   0
TS   2020   9   24   16   20   0
TS   2020   9   24   16   25   0
TS   2020   9   24   16   30   0
TS   2020   9   24   16   35   0
TS   2020   9   24   16   40   0
TS   2020   9   24   16   45   0
TS   2020   9   24   16   50   0
TS   2020   9   24   16   55   0
TS   2020   9   24   17   0   0
TS   2020   9   24   17   5   0
TS   2020   9   24   17   10   0
TS   2020   9   24   17   15   0
TS   2020   9   24   17   20   0
TS   2020   9   24   17   25   0
TS   2020   9   24   17   30   0
TS   2020   9   24   17   35   0
TS   2020   9   24   17   40   0
TS   2020   9   24   17   45   0.2
TS   2020   9   24   17   50   0
TS   2020   9   24   17   55   0
TS   2020   9   24   18   0   0
TS   2020   9   24   18   5   0
TS   2020   9   24   18   10   0.2
TS   2020   9   24   18   15   0
TS   2020   9   24   18   20   0
TS   2020   9   24   18   25   0
TS   2020   9   24   18   30   0.2
TS   2020   9   24   18   35   0
TS   2020   9   24   18   40   0
TS   2020   9   24   18   45   0
TS   2020   9   24   18   50   0
TS   2020   9   24   18   55   0.2
TS   2020   9   24   19   0   0.2
TS   2020   9   24   19   5   0.2
TS   2020   9   24   19   10   0.2
TS   2020   9   24   19   15   0.4
TS   2020   9   24   19   20   0.2
TS   2020   9   24   19   25   0.6
TS   2020   9   24   19   30   0.4
TS   2020   9   24   19   35   0.2
TS   2020   9   24   19   40   0.2
TS   2020   9   24   19   45   0
TS   2020   9   24   19   50   0.2
TS   2020   9   24   19   55   0
TS   2020   9   24   20   0   0
TS   2020   9   24   20   5   0
TS   2020   9   24   20   10   0
TS   2020   9   24   20   15   0.2
TS   2020   9   24   20   20   0
TS   2020   9   24   20   25   0
TS   2020   9   24   20   30   0
TS   2020   9   24   20   35   0.2
TS   2020   9   24   20   40   0
TS   2020   9   24   20   45   0.2
TS   2020   9   24   20   50   0
TS   2020   9   24   20   55   0.2
TS   2020   9   24   21   0   0
TS   2020   9   24   21   5   0
TS   2020   9   24   21   10   0.2
TS   2020   9   24   21   15   0.2
TS   2020   9   24   21   20   0
TS   2020   9   24   21   25   0.2
TS   2020   9   24   21   30   0
TS   2020   9   24   21   35   0
TS   2020   9   24   21   40   0
TS   2020   9   24   21   45   0.2
TS   2020   9   24   21   50   0
TS   2020   9   24   21   55   0
TS   2020   9   24   22   0   0
TS   2020   9   24   22   5   0.2
TS   2020   9   24   22   10   0
TS   2020   9   24   22   15   0
TS   2020   9   24   22   20   0
TS   2020   9   24   22   25   0.2
TS   2020   9   24   22   30   0
TS   2020   9   24   22   35   0
TS   2020   9   24   22   40   0.2
TS   2020   9   24   22   45   0
TS   2020   9   24   22   50   0.2
TS   2020   9   24   22   55   0.2
TS   2020   9   24   23   0   0
TS   2020   9   24   23   5   0.2
TS   2020   9   24   23   10   0
TS   2020   9   24   23   15   0.2
TS   2020   9   24   23   20   0.2
TS   2020   9   24   23   25   0.4
TS   2020   9   24   23   30   0.2
TS   2020   9   24   23   35   0.2
TS   2020   9   24   23   40   0.2
TS   2020   9   24   23   45   0.2
TS   2020   9   24   23   50   0
TS   2020   9   24   23   55   0.2
